 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
22,12318927,22,32,2008,2745,640,0,91.27272727,138.1821372,976,0,85.78125,220.240592,385.829058,4.38349866,232432.5849,637004.9171,2444218,4,10700000,508685.4762,927171.0342,2501391,22,12300000,397381.1935,797354.2537,2444218,4,0,0,0,0,712,1032,1.785869825,2.597628836,0,976,86.41818182,188.2012015,35419.69226,0,0,0,1,0,0,0,0,1,88.01851852,91.27272727,85.78125,712,0,0,0,0,0,0,22,2008,32,2745,29200,247,16,32,0,0,0,0,0,0,0,0,SSH-Patator
444,86726608,1775,1775,785275,10650,1274,6,442.4084507,251.4469546,6,6,6,0,9177.402626,40.93322778,24436.91406,502642.9002,28800000,20,86700000,48886.20913,711050.767,28900000,413,86700000,48887.41657,710231.7432,28800000,526,1,0,0,0,35500,35500,20.46661389,20.46661389,6,1274,224.16784,281.447616,79212.76055,0,1,0,0,1,0,0,0,1,224.2309859,442.4084507,6,35500,0,0,0,0,0,0,1775,785275,1775,10650,255,3977,1774,20,23100000,26100000,41600000,4649995,17400000,16200000,28800000,5953706,Infiltration
80,26662864,6,6,454,1786,430,0,75.66666667,173.6037634,1774,0,297.6666667,723.2586444,84.01198011,0.450064179,2423896.727,4224678.085,10000000,45,20100000,4016025.8,5475600.713,10000000,544,26600000,5327321.6,5053965.658,10000000,678,0,0,0,0,132,156,0.22503209,0.22503209,0,1774,172.3076923,495.4982988,245518.5641,0,0,0,1,0,0,0,0,1,186.6666667,75.66666667,297.6666667,132,0,0,0,0,0,0,6,454,6,1786,8192,946,5,20,37727.5,19726.15787,51676,23779,10000000,2026.568035,10000000,10000000,BENIGN
53,195,2,2,88,144,44,44,44,0,72,72,72,0,1189743.59,20512.82051,65,31.19294792,101,46,48,48,0,48,48,46,46,0,46,46,0,0,0,0,40,40,10256.41026,10256.41026,44,72,55.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,69,44,72,40,0,0,0,0,0,0,2,88,2,144,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
22,12531389,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,379.2875634,4.22937952,240988.25,654632.3229,2544663,3,9945313,497265.65,869448.6572,2101281,511,12500000,404231.7097,812666.2571,2544663,3,0,0,0,0,680,1032,1.675791885,2.553587635,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0,0,0,0,0,0,0,0,SSH-Patator
53,23574,1,1,39,55,39,39,39,0,55,55,55,0,3987.443794,84.83922966,23574,0,23574,23574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,42.41961483,42.41961483,39,55,44.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,66.5,39,55,20,0,0,0,0,0,0,1,39,1,55,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
80,5285387,3,1,0,0,0,0,0,0,0,0,0,0,0,0.756803617,1761795.667,3050750.593,5284499,129,5285387,2642693.5,3736077.167,5284499,888,0,0,0,0,0,0,0,0,0,104,40,0.567602713,0.189200904,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � XSS
80,5216649,3,1,0,0,0,0,0,0,0,0,0,0,0,0.76677576,1738883,3011082.01,5215781,125,5216649,2608324.5,3687500.346,5215781,868,0,0,0,0,0,0,0,0,0,104,40,0.57508182,0.19169394,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � XSS
443,3,2,0,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,0,666666.6667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
80,94181611,8,6,56,11601,20,0,7,5.656854249,5840,0,1933.5,2189.772933,123.7715078,0.148648976,7244739.308,25200000,91200000,45,92800000,13300000,34400000,91200000,245,1394066,278813.2,620160.4396,1388183,45,0,0,0,0,172,132,0.084942272,0.063706704,0,5840,777.5333333,1633.102694,2667024.41,0,0,0,0,1,0,0,0,0,833.0714286,7,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,1573207,0,1573207,1573207,91200000,0,91200000,91200000,DDoS
53,284,2,2,78,238,39,39,39,0,119,119,119,0,1112676.056,14084.50704,94.66666667,158.7744732,278,2,4,4,0,4,4,2,2,0,2,2,0,0,0,0,40,40,7042.253521,7042.253521,39,119,71,43.8178046,1920,0,0,0,0,0,0,0,0,1,88.75,39,119,40,0,0,0,0,0,0,2,78,2,238,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,31411,2,2,80,180,40,40,40,0,90,90,90,0,8277.355067,127.3439241,10470.33333,18128.2211,31403,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,40,63.67196205,63.67196205,40,90,60,27.38612788,750,0,0,0,0,0,0,0,0,1,75,40,90,64,0,0,0,0,0,0,2,80,2,180,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,5771371,3,1,0,0,0,0,0,0,0,0,0,0,0,0.693076221,1923790.333,3331337.049,5770487,128,5771371,2885685.5,4079725.406,5770487,884,0,0,0,0,0,0,0,0,0,104,40,0.519807165,0.173269055,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � Brute Force
80,1206497,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,9641.963469,7.459612415,150812.125,426267.7947,1205771,3,589,294.5,412.2432534,586,3,1206452,241290.4,539161.1053,1205771,10,0,0,0,0,72,132,2.486537472,4.973074943,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,5575379,3,1,0,0,0,0,0,0,0,0,0,0,0,0.717440016,1858459.667,3218203.53,5574521,135,5575379,2787689.5,3941174.903,5574521,858,0,0,0,0,0,0,0,0,0,104,40,0.538080012,0.179360004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � XSS
444,119995180,1819,1817,489184,10902,1271,6,268.9301814,265.6506388,6,6,6,0,4167.55073,30.3012171,33011.05365,583232.1056,33200000,3,120000000,66003.94939,824243.9552,33300000,91,120000000,66067.39537,823984.1491,33200000,476,0,0,0,0,36380,36340,15.15894222,15.14227488,6,1271,137.5012373,229.2879261,52572.95304,0,0,0,0,1,0,0,0,0,137.5390539,268.9301814,6,36380,0,0,0,0,0,0,1819,489184,1817,10902,3294,3294,1818,20,5863632.333,4482321.645,9355307,809115,14700000,16100000,33200000,5108213,Infiltration
3869,48,1,1,2,6,2,2,2,0,6,6,6,0,166666.6667,41666.66667,48,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,20833.33333,20833.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
7783,274,2,1,77,6,46,31,38.5,10.60660172,6,6,6,0,302919.708,10948.90511,137,111.7228714,216,58,274,274,0,274,274,0,0,0,0,0,1,0,0,0,40,20,7299.270073,3649.635036,6,46,32.25,18.87458609,356.25,0,1,0,0,1,0,0,0,0,43,38.5,6,40,0,0,0,0,0,0,2,77,1,6,127,0,1,20,0,0,0,0,0,0,0,0,BENIGN
53,61265,1,1,42,168,42,42,42,0,168,168,168,0,3427.731984,32.64506651,61265,0,61265,61265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,16.32253326,16.32253326,42,168,84,72.74613392,5292,0,0,0,0,0,0,0,0,1,126,42,168,32,0,0,0,0,0,0,1,42,1,168,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
22,11852244,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,401.0211062,4.471727042,227927.7692,618632.2805,2262594,3,10500000,522585.45,920366.2467,2319145,312,11900000,382326,767923.6867,2262594,3,0,0,0,0,680,1032,1.771816375,2.699910667,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0,0,0,0,0,0,0,0,SSH-Patator
80,51239,7,6,2260,214,1460,0,322.8571429,534.9602566,196,0,35.66666667,78.60195078,48283.53403,253.7129921,4269.916667,8605.889753,22950,3,51239,8539.833333,11126.18287,23062,49,28188,5637.6,9513.05636,22369,3,0,0,0,0,164,144,136.614688,117.098304,0,1460,176.7142857,396.9193734,157544.989,0,0,0,1,0,0,0,0,0,190.3076923,322.8571429,35.66666667,164,0,0,0,0,0,0,7,2260,6,214,8192,1129,5,20,0,0,0,0,0,0,0,0,BENIGN
2033,70,1,1,2,6,2,2,2,0,6,6,6,0,114285.7143,28571.42857,70,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,14285.71429,14285.71429,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
53,169426,4,2,160,198,40,40,40,0,99,99,99,0,2113.016892,35.41369093,33885.2,59712.07371,137870,4,31552,10517.33333,18209.62749,31544,4,4,4,0,4,4,0,0,0,0,128,64,23.60912729,11.80456364,40,99,56.85714286,28.78905215,828.8095238,0,0,0,0,0,0,0,0,0,66.33333333,40,99,128,0,0,0,0,0,0,4,160,2,198,-1,-1,3,32,0,0,0,0,0,0,0,0,BENIGN
443,119125488,16,17,805,13117,196,0,50.3125,73.99794479,1460,0,771.5882353,687.5573666,116.8683565,0.277018802,3722671.5,14400000,58600000,4,119000000,7941699.2,20600000,58900000,44,119000000,7417150.063,20100000,59000000,4,0,0,0,0,332,352,0.134312147,0.142706656,0,1460,409.4705882,605.6970057,366868.8627,0,0,0,1,0,0,0,0,1,421.8787879,50.3125,771.5882353,332,0,0,0,0,0,0,16,805,17,13117,8192,507,7,20,769748,449834.4641,1087829,451667,58600000,32680.35411,58600000,58500000,BENIGN
80,0,1,1,6,1375,6,6,6,0,1375,1375,1375,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,6,1375,462.3333333,790.3925185,624720.3333,0,0,0,0,1,0,0,0,1,693.5,6,1375,20,0,0,0,0,0,0,1,6,1,1375,256,229,0,20,0,0,0,0,0,0,0,0,DDoS
53,182,2,2,66,98,33,33,33,0,49,49,49,0,901098.9011,21978.02198,60.66666667,63.94789546,130,4,48,48,0,48,48,4,4,0,4,4,0,0,0,0,40,40,10989.01099,10989.01099,33,49,39.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,49.25,33,49,40,0,0,0,0,0,0,2,66,2,98,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,5012479,6,4,600,4149,600,0,100,244.9489743,2701,0,1037.25,1302.376642,947.4353908,1.995020827,556942.1111,1666209.939,5000160,3,5012479,1002495.8,2234766.928,5000160,3,11118,3706,5627.995291,10187,51,0,0,0,0,200,136,1.197012496,0.798008331,0,2701,431.7272727,877.6008308,770183.2182,0,0,0,1,0,0,0,0,0,474.9,100,1037.25,200,0,0,0,0,0,0,6,600,4,4149,29200,236,1,32,0,0,0,0,0,0,0,0,Web Attack � Sql Injection
41736,22,1,1,0,0,0,0,0,0,0,0,0,0,0,90909.09091,22,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,45454.54545,45454.54545,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,6696,47784,0,32,0,0,0,0,0,0,0,0,BENIGN
80,1449695,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,8024.446522,5.518402147,207099.2857,547654.0936,1449062,4,457,228.5,253.8513344,408,49,1449643,362410.75,724434.187,1449062,4,0,0,0,0,72,112,2.069400805,3.449001342,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,60119697,9,10,349,603,344,0,38.77777778,114.4593572,598,0,60.3,188.9350564,15.83507648,0.31603619,3339983.167,4815269.095,10000000,4,50300000,6291579.375,5176760.401,10100000,13067,60100000,6674277.222,4989513.989,10100000,4,0,0,0,0,192,272,0.149701353,0.166334837,0,598,47.6,150.5524563,22666.04211,0,0,0,1,0,0,0,0,1,50.10526316,38.77777778,60.3,192,0,0,0,0,0,0,9,349,10,603,8192,110,6,20,64891.2,30981.53091,120312,50883,10000000,4508.906874,10000000,9999218,BENIGN
53,186234,2,2,70,276,35,35,35,0,138,138,138,0,1857.877724,21.47835519,62078,107515.3218,186226,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,10.73917759,10.73917759,35,138,76.2,56.41542342,3182.7,0,0,0,0,0,0,0,0,1,95.25,35,138,64,0,0,0,0,0,0,2,70,2,276,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,79913,1,1,50,78,50,50,50,0,78,78,78,0,1601.741894,25.0272171,79913,0,79913,79913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,12.51360855,12.51360855,50,78,59.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,89,50,78,32,0,0,0,0,0,0,1,50,1,78,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
443,50236930,3,1,58,46,46,6,19.33333333,23.09401077,46,46,46,0,2.070190197,0.0796227,16700000,28900000,50100000,36940,50200000,25100000,35400000,50100000,97606,0,0,0,0,0,1,0,0,0,60,20,0.059717025,0.019905675,6,46,30,21.9089023,480,0,1,0,0,1,0,0,0,0,37.5,19.33333333,46,60,0,0,0,0,0,0,3,58,1,46,258,502,2,20,97606,0,97606,97606,50100000,0,50100000,50100000,BENIGN
443,75269788,15,14,1369,4265,773,0,91.26666667,211.3373967,1400,0,304.6428571,517.8206709,74.85074888,0.385280745,2688206.714,4381603.586,10000000,7,70500000,5033914.786,5167912.738,10000000,234,75200000,5787460.385,4932146.532,10000000,49,0,0,0,0,312,288,0.199283144,0.185997601,0,1400,187.8,392.9230336,154388.5103,0,0,0,1,0,0,0,0,0,194.2758621,91.26666667,304.6428571,312,0,0,0,0,0,0,15,1369,14,4265,8192,26280,14,20,82269.14286,131110.6021,379600,32588,9985560.429,39272.2752,10000000,9896509,BENIGN
443,95088,1,1,0,0,0,0,0,0,0,0,0,0,0,21.03314824,95088,0,95088,95088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,10.51657412,10.51657412,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,304,252,0,32,0,0,0,0,0,0,0,0,BENIGN
444,25009948,34,32,13504,192,1460,6,397.1764706,509.4611218,6,6,6,0,547.6220902,2.638949909,384768.4308,2445453.426,19400000,1,25000000,757867.6364,3416248.524,19400000,3,25000000,806760.2258,3522363.739,19400000,1,1,0,0,0,680,640,1.359459044,1.279490865,6,1460,204.9552239,410.4071309,168434.0131,0,1,0,0,1,0,0,0,0,208.0606061,397.1764706,6,680,0,0,0,0,0,0,34,13504,32,192,255,1452,33,20,5045921,0,5045921,5045921,19400000,0,19400000,19400000,Infiltration
80,5341879,3,1,0,0,0,0,0,0,0,0,0,0,0,0.748800188,1780626.333,3083542.059,5341194,123,5341879,2670939.5,3776310.129,5341194,685,0,0,0,0,0,0,0,0,0,104,40,0.561600141,0.187200047,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � XSS
80,78511832,8,4,56,11607,20,0,7,5.656854249,11595,0,2901.75,5795.50069,148.5508579,0.152843205,7137439.273,22300000,74300000,4,78400000,11200000,27900000,74300000,56,75817,25272.33333,42977.78045,74896,4,0,0,0,0,172,92,0.10189547,0.050947735,0,11595,897.6153846,3214.167532,10300000,0,0,0,0,1,0,0,0,0,972.4166667,7,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,4148370,0,4148370,4148370,74300000,0,74300000,74300000,DDoS
80,6203856,4,0,24,0,6,6,6,0,0,0,0,0,3.868561746,0.644760291,2067952,3580097.192,6201892,3,6203856,2067952,3580097.192,6201892,3,0,0,0,0,0,0,0,0,0,80,0,0.644760291,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1964,0,1964,1964,6201892,0,6201892,6201892,DDoS
21,8762770,9,15,106,188,23,0,11.77777778,9.417772796,34,0,12.53333333,14.54975045,33.55103466,2.738859972,380990,985592.5007,3156590,3,5562291,695286.375,1272480.242,2800441,272,8762627,625901.9286,1216071.975,3156590,3,0,0,0,0,296,488,1.02707249,1.711787483,0,34,11.76,12.61705195,159.19,0,0,0,1,0,0,0,0,1,12.25,11.77777778,12.53333333,296,0,0,0,0,0,0,9,106,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
8873,44,1,1,2,6,2,2,2,0,6,6,6,0,181818.1818,45454.54545,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
20005,49,2,0,4,0,2,2,2,0,0,0,0,0,81632.65306,40816.32653,49,0,49,49,49,49,0,49,49,0,0,0,0,0,0,0,0,0,48,0,40816.32653,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,3,2,0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0,0,0,0,0,0,0,0,BENIGN
80,6730152,54,72,2960,126959,360,0,54.81481481,118.576633,2920,0,1763.319444,766.6091945,19304.02166,18.72171683,53841.216,429946.597,4801079,1,1929073,36397.60377,58396.46054,234591,50,6613490,93147.74648,570139.4968,4801106,2,0,0,0,0,1092,1452,8.023592929,10.69812391,0,2920,1022.984252,1029.707934,1060298.428,0,0,0,1,0,0,0,0,1,1031.103175,54.81481481,1763.319444,1092,0,0,0,0,0,0,54,2960,72,126959,8192,46,53,20,0,0,0,0,0,0,0,0,BENIGN
80,608611,3,5,26,11607,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,19114.01536,13.14468519,86944.42857,228728.8881,605651,81,2007,1003.5,1304.612011,1926,81,608446,152111.5,302360.6045,605651,167,0,0,0,0,72,112,4.929256947,8.215428246,0,7300,1292.555556,2662.264877,7087654.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
84,3,2,0,4,0,2,2,2,0,0,0,0,0,1333333.333,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,48,0,666666.6667,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,3,2,0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0,0,0,0,0,0,0,0,BENIGN
80,29175,2,6,20,11601,20,0,10,14.14213562,2920,0,1933.5,1495.722401,398320.4799,274.2073693,4167.857143,9193.758579,24779,12,24791,24791,0,24791,24791,29163,5832.6,10760.59865,24870,81,0,0,0,0,52,132,68.55184233,205.655527,0,2920,1291.222222,1525.269138,2326445.944,0,0,0,1,0,0,0,0,3,1452.625,10,1933.5,52,0,0,0,0,0,0,2,20,6,11601,8192,229,1,20,0,0,0,0,0,0,0,0,DDoS
53,203,2,2,140,396,70,70,70,0,198,198,198,0,2640394.089,19704.4335,67.66666667,114.6138444,200,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,40,9852.216749,9852.216749,70,198,121.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,151.5,70,198,40,0,0,0,0,0,0,2,140,2,396,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,60144,2,2,70,254,35,35,35,0,127,127,127,0,5387.07103,66.50704975,20048,34555.40613,59949,4,4,4,0,4,4,191,191,0,191,191,0,0,0,0,64,40,33.25352487,33.25352487,35,127,71.8,50.39047529,2539.2,0,0,0,0,0,0,0,0,1,89.75,35,127,64,0,0,0,0,0,0,2,70,2,254,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,30965,2,2,66,252,33,33,33,0,126,126,126,0,10269.65929,129.1781043,10321.66667,17795.37868,30870,47,47,47,0,47,47,48,48,0,48,48,0,0,0,0,64,40,64.58905216,64.58905216,33,126,70.2,50.93819785,2594.7,0,0,0,0,0,0,0,0,1,87.75,33,126,64,0,0,0,0,0,0,2,66,2,252,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,225,2,2,96,306,48,48,48,0,153,153,153,0,1786666.667,17777.77778,75,128.1717598,223,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,8888.888889,8888.888889,48,153,90,57.51086854,3307.5,0,0,0,0,0,0,0,0,1,112.5,48,153,64,0,0,0,0,0,0,2,96,2,306,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,1783493,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,6522.593585,3.92488224,297248.8333,727843.931,1782954,2,475,237.5,333.0472939,473,2,1783447,594482.3333,1029246.681,1782954,13,0,0,0,0,72,92,1.682092388,2.242789851,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,78745928,8,6,56,11607,20,0,7,5.656854249,4380,0,1934.5,2177.344966,148.1092457,0.177786971,6057379.077,20600000,74400000,1,76900000,11000000,28000000,74400000,1,1846672,369334.4,825151.4982,1845410,11,0,0,0,0,172,132,0.101592555,0.076194416,0,4380,777.9333333,1627.46176,2648631.781,0,0,0,0,1,0,0,0,0,833.5,7,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,2460957,0,2460957,2460957,74400000,0,74400000,74400000,DDoS
80,5064745,3,1,0,0,0,0,0,0,0,0,0,0,0,0.789773226,1688248.333,2923516.157,5064034,95,5064745,2532372.5,3580310.029,5064034,711,0,0,0,0,0,0,0,0,0,104,40,0.59232992,0.197443307,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � XSS
80,9235352,4,0,24,0,6,6,6,0,0,0,0,0,2.598709827,0.433118305,3078450.667,5331492.564,9234728,218,9235352,3078450.667,5331492.564,9234728,218,0,0,0,0,0,0,0,0,0,80,0,0.433118305,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,624,0,624,624,9234728,0,9234728,9234728,DDoS
9575,53,1,1,2,6,2,2,2,0,6,6,6,0,150943.3962,37735.84906,53,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,18867.92453,18867.92453,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
443,5284454,8,5,596,2719,342,0,74.5,128.6034881,1400,0,543.8,713.1915591,627.3117336,2.460046014,440371.1667,1460734.919,5078136,3,5284454,754922,1906796.797,5078136,3,88893,22223.25,25819.64649,49038,48,0,0,0,0,172,112,1.51387447,0.946171544,0,1400,236.7857143,471.3638442,222183.8736,0,0,0,1,0,0,0,0,0,255,74.5,543.8,172,0,0,0,0,0,0,8,596,5,2719,8192,11256,3,20,206315,0,206315,206315,5078136,0,5078136,5078136,BENIGN
53,31286,2,2,80,210,40,40,40,0,105,105,105,0,9269.321741,127.8527137,10428.66667,18017.96188,31234,3,3,3,0,3,3,49,49,0,49,49,0,0,0,0,64,64,63.92635684,63.92635684,40,105,66,35.60196624,1267.5,0,0,0,0,0,0,0,0,1,82.5,40,105,64,0,0,0,0,0,0,2,80,2,210,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,5826852,3,1,0,0,0,0,0,0,0,0,0,0,0,0.686477021,1942284,3363378.542,5825979,158,5826852,2913426,4118971.954,5825979,873,0,0,0,0,0,0,0,0,0,104,40,0.514857765,0.171619255,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � Brute Force
443,94846,1,1,0,0,0,0,0,0,0,0,0,0,0,21.08681441,94846,0,94846,94846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,10.54340721,10.54340721,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,304,252,0,32,0,0,0,0,0,0,0,0,BENIGN
21,199,2,1,14,0,14,0,7,9.899494937,0,0,0,0,70351.75879,15075.37688,99.5,68.58935778,148,51,199,199,0,199,199,0,0,0,0,0,1,0,0,0,64,20,10050.25126,5025.125628,0,14,7,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7,0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0,0,0,0,0,0,0,0,FTP-Patator
